scientific_name_original,scientific_name_MG,scientific_name_WFO,leaf_type,functional_leaf,virtually_no_leaves,archive_date,removal_reason
Phylica debilis,Phylica debilis,Phylica debilis,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Phylica dodii,Phylica dodii,Phylica dodii,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Phylica ericoides,Phylica ericoides,Phylica ericoides,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Phylica fruticosa,Phylica fruticosa,Phylica fruticosa,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Phylica humilis,Phylica humilis,Phylica humilis,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Phylica imberbis,Phylica imberbis,Phylica imberbis,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Phylica lachneaeoides,Phylica lachneaeoides,Phylica lachneaeoides,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Phylica lasiocarpa,Phylica lasiocarpa,Phylica lasiocarpa,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Phylica leipoldtii,Phylica leipoldtii,Phylica leipoldtii,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Phylica mairei,Phylica mairei,Phylica mairei,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Phylica oleaefolia,Phylica oleaefolia,Phylica oleaefolia,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Phylica paniculata,Phylica paniculata,Phylica paniculata,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Phylica parviflora,Phylica parviflora,Phylica parviflora,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Phylica pinea,Phylica pinea,Phylica pinea,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Phylica purpurea,Phylica purpurea,Phylica purpurea,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Phylica rigida,Phylica rigida,Phylica rigida,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Phylica rigidifolia,Phylica rigidifolia,Phylica rigidifolia,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Phylica rubra,Phylica rubra,Phylica rubra,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Phylica spicata,Phylica spicata,Phylica spicata,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Phylica villosa,Phylica villosa,Phylica villosa,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Phyllosma capensis,Phyllosma capensis,Phyllosma capensis,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Pittosporum viridiflorum,Pittosporum viridiflorum,Pittosporum viridiflorum,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Plantago crassifolia,Plantago crassifolia,Plantago crassifolia,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Platycaulos acutus,Platycaulos acutus,Platycaulos acutus,leaf,culm_stem,1,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Platycaulos anceps,Platycaulos anceps,Platycaulos anceps,leaf,culm_stem,1,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Platycaulos compressus,Platycaulos compressus,Platycaulos compressus,leaf,culm_stem,1,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Platycaulos major,Platycaulos major,Platycaulos major,leaf,culm_stem,1,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Platylophus trifoliatus,Platylophus trifoliatus,Platylophus trifoliatus,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Plecostachys serpyllifolia,Plecostachys serpyllifolia,Plecostachys serpyllifolia,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Plectranthus fruticosus,Plectranthus fruticosus,Plectranthus fruticosus,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Plumbago auriculata,Plumbago auriculata,Plumbago auriculata,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Podalyria biflora,Podalyria biflora,Podalyria biflora,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Podalyria burchellii,Podalyria burchellii,Podalyria burchellii,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Podalyria calyptrata,Podalyria calyptrata,Podalyria calyptrata,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Podocarpus elongatus,Podocarpus elongatus,Podocarpus elongatus,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Podocarpus latifolius,Podocarpus latifolius,Podocarpus latifolius,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Pollichia campestris,Pollichia campestris,Pollichia campestris,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Polpoda capensis,Polpoda capensis,Polpoda capensis,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Polyarrhena reflexa,Polyarrhena reflexa,Polyarrhena reflexa,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Polygala asbestina,Polygala asbestina,Polygala asbestina,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Polygala brachyphylla,Polygala brachyphylla,Polygala brachyphylla,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
