scientific_name_original,scientific_name_WFO,scientific_name_authorship_WFO,family_WFO,recovery_status,releve_ID,plot,year,subregion,latitude,longitude,percent_cover,abundance_class,cover_method,plot_percent_cover,relative_percent_cover,plot_size
Elegia galpinii,Elegia galpinii,N.E.Br.,Restionaceae,wfo_matched,LB2_93_1993,LB2_93,1993,langeberg,-33.95555556,21.54194444,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,183.49999999999994,0.01362397820163488,NA
Erica cubica,Erica cubica,L.,Ericaceae,wfo_matched,LB2_93_1993,LB2_93,1993,langeberg,-33.95555556,21.54194444,0.1,NA,percent_cover_class_derived_from_Braun_Blanquet,183.49999999999994,5.449591280653953e-4,NA
Erica penicilliformis,Erica penicilliformis,Salisb.,Ericaceae,wfo_matched,LB2_93_1993,LB2_93,1993,langeberg,-33.95555556,21.54194444,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,183.49999999999994,0.01362397820163488,NA
Erica triceps,Erica triceps,Link,Ericaceae,wfo_matched,LB2_93_1993,LB2_93,1993,langeberg,-33.95555556,21.54194444,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,183.49999999999994,0.01362397820163488,NA
Gerbera serrata,Gerbera serrata,Druce,Asteraceae,wfo_matched,LB2_93_1993,LB2_93,1993,langeberg,-33.95555556,21.54194444,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,183.49999999999994,0.01362397820163488,NA
Gnidia galpinii,Gnidia galpini,C.H.Wright,Thymelaeaceae,wfo_matched,LB2_93_1993,LB2_93,1993,langeberg,-33.95555556,21.54194444,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,183.49999999999994,0.01362397820163488,NA
Helichrysum felinum,Helichrysum felinum,Less.,Asteraceae,wfo_matched,LB2_93_1993,LB2_93,1993,langeberg,-33.95555556,21.54194444,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,183.49999999999994,0.01362397820163488,NA
Hypodiscus albo-aristatus,Hypodiscus alboaristatus,Mast.,Restionaceae,wfo_matched,LB2_93_1993,LB2_93,1993,langeberg,-33.95555556,21.54194444,15,NA,percent_cover_class_derived_from_Braun_Blanquet,183.49999999999994,0.08174386920980929,NA
Hypodiscus striatus,Hypodiscus striatus,(Kunth) Mast.,Restionaceae,wfo_matched,LB2_93_1993,LB2_93,1993,langeberg,-33.95555556,21.54194444,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,183.49999999999994,0.01362397820163488,NA
Indigofera langebergensis,Indigofera langebergensis,L.Bolus,Fabaceae,wfo_matched,LB2_93_1993,LB2_93,1993,langeberg,-33.95555556,21.54194444,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,183.49999999999994,0.01362397820163488,NA
Indigofera sarmentosa,Indigofera sarmentosa,L.f.,Fabaceae,wfo_matched,LB2_93_1993,LB2_93,1993,langeberg,-33.95555556,21.54194444,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,183.49999999999994,0.01362397820163488,NA
Ischyrolepis hystrix,Restio hystrix,Mast.,Restionaceae,wfo_matched,LB2_93_1993,LB2_93,1993,langeberg,-33.95555556,21.54194444,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,183.49999999999994,0.01362397820163488,NA
Lachnaea species,Lachnaea,L.,Thymelaeaceae,wfo_matched,LB2_93_1993,LB2_93,1993,langeberg,-33.95555556,21.54194444,0.1,NA,percent_cover_class_derived_from_Braun_Blanquet,183.49999999999994,5.449591280653953e-4,NA
Lanaria lanata,Lanaria lanata,(L.) T.Durand & Schinz,Lanariaceae,wfo_matched,LB2_93_1993,LB2_93,1993,langeberg,-33.95555556,21.54194444,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,183.49999999999994,0.01362397820163488,NA
Leucadendron eucalyptifolium,Leucadendron eucalyptifolium,H.Buek ex Meisn.,Proteaceae,wfo_matched,LB2_93_1993,LB2_93,1993,langeberg,-33.95555556,21.54194444,37.5,NA,percent_cover_class_derived_from_Braun_Blanquet,183.49999999999994,0.20435967302452324,NA
Leucadendron spissifolium,Leucadendron spissifolium,(Salisb. ex Knight) I.Williams,Proteaceae,wfo_matched,LB2_93_1993,LB2_93,1993,langeberg,-33.95555556,21.54194444,0.1,NA,percent_cover_class_derived_from_Braun_Blanquet,183.49999999999994,5.449591280653953e-4,NA
Lobelia neglecta,Lobelia neglecta,Roem. & Schult.,Campanulaceae,wfo_matched,LB2_93_1993,LB2_93,1993,langeberg,-33.95555556,21.54194444,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,183.49999999999994,0.01362397820163488,NA
Merxmuellera rufa,Geochloa rufa,(Nees) N.P.Barker & H.P.Linder,Poaceae,wfo_matched,LB2_93_1993,LB2_93,1993,langeberg,-33.95555556,21.54194444,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,183.49999999999994,0.01362397820163488,NA
Mimetes cucullatus,Mimetes cucullatus,(L.) R.Br.,Proteaceae,wfo_matched,LB2_93_1993,LB2_93,1993,langeberg,-33.95555556,21.54194444,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,183.49999999999994,0.01362397820163488,NA
Nevillea species,Nevillea,Esterh. & H.P.Linder,Restionaceae,wfo_matched,LB2_93_1993,LB2_93,1993,langeberg,-33.95555556,21.54194444,0.1,NA,percent_cover_class_derived_from_Braun_Blanquet,183.49999999999994,5.449591280653953e-4,NA
Penaea mucronata,Penaea mucronata,L.,Penaeaceae,wfo_matched,LB2_93_1993,LB2_93,1993,langeberg,-33.95555556,21.54194444,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,183.49999999999994,0.01362397820163488,NA
Phylica purpurea,Phylica purpurea,Sond.,Rhamnaceae,wfo_matched,LB2_93_1993,LB2_93,1993,langeberg,-33.95555556,21.54194444,0.1,NA,percent_cover_class_derived_from_Braun_Blanquet,183.49999999999994,5.449591280653953e-4,NA
Protea neriifolia,Protea neriifolia,R.Br.,Proteaceae,wfo_matched,LB2_93_1993,LB2_93,1993,langeberg,-33.95555556,21.54194444,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,183.49999999999994,0.01362397820163488,NA
Psoralea monophylla,Psoralea monophylla,(L.) C.H.Stirt.,Fabaceae,wfo_matched,LB2_93_1993,LB2_93,1993,langeberg,-33.95555556,21.54194444,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,183.49999999999994,0.01362397820163488,NA
Restio triticeus,Restio triticeus,Rottb.,Restionaceae,wfo_matched,LB2_93_1993,LB2_93,1993,langeberg,-33.95555556,21.54194444,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,183.49999999999994,0.01362397820163488,NA
Rhodocoma fruticosa,Rhodocoma fruticosa,(Thunb.) H.P.Linder,Restionaceae,wfo_matched,LB2_93_1993,LB2_93,1993,langeberg,-33.95555556,21.54194444,0.1,NA,percent_cover_class_derived_from_Braun_Blanquet,183.49999999999994,5.449591280653953e-4,NA
Schizaea pectinata,Schizaea pectinata,(L.) Sw.,Schizaeaceae,wfo_matched,LB2_93_1993,LB2_93,1993,langeberg,-33.95555556,21.54194444,0.1,NA,percent_cover_class_derived_from_Braun_Blanquet,183.49999999999994,5.449591280653953e-4,NA
Sebaea stricta,Sebaea stricta,(E.Mey.) Gilg,Gentianaceae,wfo_matched,LB2_93_1993,LB2_93,1993,langeberg,-33.95555556,21.54194444,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,183.49999999999994,0.01362397820163488,NA
Senecio pinifolius,Senecio pinifolius,Dusén,Asteraceae,wfo_matched,LB2_93_1993,LB2_93,1993,langeberg,-33.95555556,21.54194444,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,183.49999999999994,0.01362397820163488,NA
Staberoha cernua,Staberoha cernua,(L.f.) T.Durand & Schinz,Restionaceae,wfo_matched,LB2_93_1993,LB2_93,1993,langeberg,-33.95555556,21.54194444,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,183.49999999999994,0.01362397820163488,NA
Stoebe cinerea,Stoebe cinerea,(L.) Thunb.,Asteraceae,wfo_matched,LB2_93_1993,LB2_93,1993,langeberg,-33.95555556,21.54194444,0.1,NA,percent_cover_class_derived_from_Braun_Blanquet,183.49999999999994,5.449591280653953e-4,NA
Struthiola argentea,Struthiola argentea,Lehm.,Thymelaeaceae,wfo_matched,LB2_93_1993,LB2_93,1993,langeberg,-33.95555556,21.54194444,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,183.49999999999994,0.01362397820163488,NA
Syncarpha dregeana,Syncarpha dregeana,(DC.) B.Nord.,Asteraceae,wfo_matched,LB2_93_1993,LB2_93,1993,langeberg,-33.95555556,21.54194444,0.1,NA,percent_cover_class_derived_from_Braun_Blanquet,183.49999999999994,5.449591280653953e-4,NA
Tetraria bromoides,Tetraria bromoides,(Lam.) H.Pfeiff.,Cyperaceae,wfo_matched,LB2_93_1993,LB2_93,1993,langeberg,-33.95555556,21.54194444,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,183.49999999999994,0.01362397820163488,NA
Tetraria crassa,Schoenus crassus,(Levyns) T.L.Elliott & Muasya,Cyperaceae,wfo_matched,LB2_93_1993,LB2_93,1993,langeberg,-33.95555556,21.54194444,0.1,NA,percent_cover_class_derived_from_Braun_Blanquet,183.49999999999994,5.449591280653953e-4,NA
Tetraria cuspidata,Schoenus cuspidatus,Rottb.,Cyperaceae,wfo_matched,LB2_93_1993,LB2_93,1993,langeberg,-33.95555556,21.54194444,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,183.49999999999994,0.01362397820163488,NA
Tetraria fasciata,Tetraria fasciata,(Rottb.) C.B.Clarke,Cyperaceae,wfo_matched,LB2_93_1993,LB2_93,1993,langeberg,-33.95555556,21.54194444,15,NA,percent_cover_class_derived_from_Braun_Blanquet,183.49999999999994,0.08174386920980929,NA
Tetraria flexuosa,Tetraria flexuosa,(Thunb.) C.B.Clarke,Cyperaceae,wfo_matched,LB2_93_1993,LB2_93,1993,langeberg,-33.95555556,21.54194444,15,NA,percent_cover_class_derived_from_Braun_Blanquet,183.49999999999994,0.08174386920980929,NA
Thamnochortus cinereus,Thamnochortus cinereus,H.P.Linder,Restionaceae,wfo_matched,LB2_93_1993,LB2_93,1993,langeberg,-33.95555556,21.54194444,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,183.49999999999994,0.01362397820163488,NA
Thesium carinatum,Thesium carinatum,A.DC.,Santalaceae,wfo_matched,LB2_93_1993,LB2_93,1993,langeberg,-33.95555556,21.54194444,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,183.49999999999994,0.01362397820163488,NA
Argyrolobium filiforme,Argyrolobium filifolia,(Pers.) ined.,Fabaceae,wfo_matched,LB2_94_1993,LB2_94,1993,langeberg,-33.95472222,21.54388889,0.1,NA,percent_cover_class_derived_from_Braun_Blanquet,230.6,4.3365134431916743e-4,NA
Berzelia galpinii,Berzelia galpinii,Pillans,Bruniaceae,wfo_matched,LB2_94_1993,LB2_94,1993,langeberg,-33.95472222,21.54388889,0.1,NA,percent_cover_class_derived_from_Braun_Blanquet,230.6,4.3365134431916743e-4,NA
Drosera aliciae,Drosera aliciae,Raym.-Hamet,Droseraceae,wfo_matched,LB2_94_1993,LB2_94,1993,langeberg,-33.95472222,21.54388889,0.1,NA,percent_cover_class_derived_from_Braun_Blanquet,230.6,4.3365134431916743e-4,NA
Ehrharta dura,Ehrharta dura,Nees,Poaceae,wfo_matched,LB2_94_1993,LB2_94,1993,langeberg,-33.95472222,21.54388889,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,230.6,0.010841283607979185,NA
Elegia asperiflora,Elegia asperiflora,(Nees) Kunth,Restionaceae,wfo_matched,LB2_94_1993,LB2_94,1993,langeberg,-33.95472222,21.54388889,37.5,NA,percent_cover_class_derived_from_Braun_Blanquet,230.6,0.16261925411968778,NA
Erica cubica,Erica cubica,L.,Ericaceae,wfo_matched,LB2_94_1993,LB2_94,1993,langeberg,-33.95472222,21.54388889,62.5,NA,percent_cover_class_derived_from_Braun_Blanquet,230.6,0.2710320901994796,NA
Erica hispidula,Erica hispidula,L.,Ericaceae,wfo_matched,LB2_94_1993,LB2_94,1993,langeberg,-33.95472222,21.54388889,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,230.6,0.010841283607979185,NA
Gnidia oppositifolia,Gnidia oppositifolia,L.,Thymelaeaceae,wfo_matched,LB2_94_1993,LB2_94,1993,langeberg,-33.95472222,21.54388889,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,230.6,0.010841283607979185,NA
Helichrysum felinum,Helichrysum felinum,Less.,Asteraceae,wfo_matched,LB2_94_1993,LB2_94,1993,langeberg,-33.95472222,21.54388889,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,230.6,0.010841283607979185,NA
Hypodiscus aristatus,Hypodiscus aristatus,(Thunb.) C.Krauss,Restionaceae,wfo_matched,LB2_94_1993,LB2_94,1993,langeberg,-33.95472222,21.54388889,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,230.6,0.010841283607979185,NA
Leucadendron eucalyptifolium,Leucadendron eucalyptifolium,H.Buek ex Meisn.,Proteaceae,wfo_matched,LB2_94_1993,LB2_94,1993,langeberg,-33.95472222,21.54388889,15,NA,percent_cover_class_derived_from_Braun_Blanquet,230.6,0.06504770164787511,NA
Merxmuellera rufa,Geochloa rufa,(Nees) N.P.Barker & H.P.Linder,Poaceae,wfo_matched,LB2_94_1993,LB2_94,1993,langeberg,-33.95472222,21.54388889,15,NA,percent_cover_class_derived_from_Braun_Blanquet,230.6,0.06504770164787511,NA
Metalasia species,Metalasia,R.Br.,Asteraceae,wfo_matched,LB2_94_1993,LB2_94,1993,langeberg,-33.95472222,21.54388889,0.1,NA,percent_cover_class_derived_from_Braun_Blanquet,230.6,4.3365134431916743e-4,NA
Nevillea species,Nevillea,Esterh. & H.P.Linder,Restionaceae,wfo_matched,LB2_94_1993,LB2_94,1993,langeberg,-33.95472222,21.54388889,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,230.6,0.010841283607979185,NA
Penaea mucronata,Penaea mucronata,L.,Penaeaceae,wfo_matched,LB2_94_1993,LB2_94,1993,langeberg,-33.95472222,21.54388889,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,230.6,0.010841283607979185,NA
Restio inconspicuus,Restio inconspicuus,Esterh.,Restionaceae,wfo_matched,LB2_94_1993,LB2_94,1993,langeberg,-33.95472222,21.54388889,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,230.6,0.010841283607979185,NA
Restio triticeus,Restio triticeus,Rottb.,Restionaceae,wfo_matched,LB2_94_1993,LB2_94,1993,langeberg,-33.95472222,21.54388889,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,230.6,0.010841283607979185,NA
Rhodocoma fruticosa,Rhodocoma fruticosa,(Thunb.) H.P.Linder,Restionaceae,wfo_matched,LB2_94_1993,LB2_94,1993,langeberg,-33.95472222,21.54388889,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,230.6,0.010841283607979185,NA
Staberoha cernua,Staberoha cernua,(L.f.) T.Durand & Schinz,Restionaceae,wfo_matched,LB2_94_1993,LB2_94,1993,langeberg,-33.95472222,21.54388889,15,NA,percent_cover_class_derived_from_Braun_Blanquet,230.6,0.06504770164787511,NA
Tetraria bromoides,Tetraria bromoides,(Lam.) H.Pfeiff.,Cyperaceae,wfo_matched,LB2_94_1993,LB2_94,1993,langeberg,-33.95472222,21.54388889,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,230.6,0.010841283607979185,NA
Tetraria compressa,Tetraria compressa,Turrill,Cyperaceae,wfo_matched,LB2_94_1993,LB2_94,1993,langeberg,-33.95472222,21.54388889,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,230.6,0.010841283607979185,NA
Tetraria fasciata,Tetraria fasciata,(Rottb.) C.B.Clarke,Cyperaceae,wfo_matched,LB2_94_1993,LB2_94,1993,langeberg,-33.95472222,21.54388889,15,NA,percent_cover_class_derived_from_Braun_Blanquet,230.6,0.06504770164787511,NA
Tetraria fimbriolata,Tetraria fimbriolata,(Nees) C.B.Clarke,Cyperaceae,wfo_matched,LB2_94_1993,LB2_94,1993,langeberg,-33.95472222,21.54388889,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,230.6,0.010841283607979185,NA
Tetraria flexuosa,Tetraria flexuosa,(Thunb.) C.B.Clarke,Cyperaceae,wfo_matched,LB2_94_1993,LB2_94,1993,langeberg,-33.95472222,21.54388889,37.5,NA,percent_cover_class_derived_from_Braun_Blanquet,230.6,0.16261925411968778,NA
Ursinia hispida,Ursinia hispida,N.E.Br.,Asteraceae,wfo_matched,LB2_94_1993,LB2_94,1993,langeberg,-33.95472222,21.54388889,0.1,NA,percent_cover_class_derived_from_Braun_Blanquet,230.6,4.3365134431916743e-4,NA
Widdringtonia nodiflora,Widdringtonia nodiflora,(L.) Powrie,Cupressaceae,wfo_matched,LB2_94_1993,LB2_94,1993,langeberg,-33.95472222,21.54388889,0.1,NA,percent_cover_class_derived_from_Braun_Blanquet,230.6,4.3365134431916743e-4,NA
Agapanthus africanus,Agapanthus africanus,(L.) Hoffmanns.,Amaryllidaceae,wfo_matched,LB2_95_1993,LB2_95,1993,langeberg,-33.95777778,21.54361111,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,268,0.009328358208955223,NA
Anthospermum galioides,Anthospermum galioides,Rchb. ex Spreng.,Rubiaceae,wfo_matched,LB2_95_1993,LB2_95,1993,langeberg,-33.95777778,21.54361111,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,268,0.009328358208955223,NA
Argyrolobium filiforme,Argyrolobium filifolia,(Pers.) ined.,Fabaceae,wfo_matched,LB2_95_1993,LB2_95,1993,langeberg,-33.95777778,21.54361111,0.1,NA,percent_cover_class_derived_from_Braun_Blanquet,268,3.7313432835820896e-4,NA
Berzelia galpinii,Berzelia galpinii,Pillans,Bruniaceae,wfo_matched,LB2_95_1993,LB2_95,1993,langeberg,-33.95777778,21.54361111,62.5,NA,percent_cover_class_derived_from_Braun_Blanquet,268,0.2332089552238806,NA
Berzelia intermedia,Berzelia intermedia,Schltdl.,Bruniaceae,wfo_matched,LB2_95_1993,LB2_95,1993,langeberg,-33.95777778,21.54361111,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,268,0.009328358208955223,NA
Bobartia macrospatha,Bobartia macrospatha,Baker,Iridaceae,wfo_matched,LB2_95_1993,LB2_95,1993,langeberg,-33.95777778,21.54361111,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,268,0.009328358208955223,NA
Cliffortia stricta,Cliffortia stricta,Weim.,Rosaceae,wfo_matched,LB2_95_1993,LB2_95,1993,langeberg,-33.95777778,21.54361111,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,268,0.009328358208955223,NA
Cullumia aculeata,Cullumia aculeata,(Houtt.) Roessler,Asteraceae,wfo_matched,LB2_95_1993,LB2_95,1993,langeberg,-33.95777778,21.54361111,37.5,NA,percent_cover_class_derived_from_Braun_Blanquet,268,0.13992537313432835,NA
Ehrharta dura,Ehrharta dura,Nees,Poaceae,wfo_matched,LB2_95_1993,LB2_95,1993,langeberg,-33.95777778,21.54361111,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,268,0.009328358208955223,NA
Elegia asperiflora,Elegia asperiflora,(Nees) Kunth,Restionaceae,wfo_matched,LB2_95_1993,LB2_95,1993,langeberg,-33.95777778,21.54361111,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,268,0.009328358208955223,NA
Elegia juncea,Elegia juncea,L.,Restionaceae,wfo_matched,LB2_95_1993,LB2_95,1993,langeberg,-33.95777778,21.54361111,37.5,NA,percent_cover_class_derived_from_Braun_Blanquet,268,0.13992537313432835,NA
Erica cordata,Erica cordata,Andrews,Ericaceae,wfo_matched,LB2_95_1993,LB2_95,1993,langeberg,-33.95777778,21.54361111,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,268,0.009328358208955223,NA
Erica cubica,Erica cubica,L.,Ericaceae,wfo_matched,LB2_95_1993,LB2_95,1993,langeberg,-33.95777778,21.54361111,15,NA,percent_cover_class_derived_from_Braun_Blanquet,268,0.055970149253731345,NA
Erica hispidula,Erica hispidula,L.,Ericaceae,wfo_matched,LB2_95_1993,LB2_95,1993,langeberg,-33.95777778,21.54361111,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,268,0.009328358208955223,NA
Erica penicilliformis,Erica penicilliformis,Salisb.,Ericaceae,wfo_matched,LB2_95_1993,LB2_95,1993,langeberg,-33.95777778,21.54361111,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,268,0.009328358208955223,NA
Ficinia filiformis,Ficinia filiformis,(Lam.) Schrad.,Cyperaceae,wfo_matched,LB2_95_1993,LB2_95,1993,langeberg,-33.95777778,21.54361111,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,268,0.009328358208955223,NA
Ficinia trichodes,Ficinia trichodes,(Schrad.) B.D.Jacks.,Cyperaceae,wfo_matched,LB2_95_1993,LB2_95,1993,langeberg,-33.95777778,21.54361111,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,268,0.009328358208955223,NA
Helichrysum felinum,Helichrysum felinum,Less.,Asteraceae,wfo_matched,LB2_95_1993,LB2_95,1993,langeberg,-33.95777778,21.54361111,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,268,0.009328358208955223,NA
Indigofera alopecuroides,Indigofera alopecuroides,DC.,Fabaceae,wfo_matched,LB2_95_1993,LB2_95,1993,langeberg,-33.95777778,21.54361111,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,268,0.009328358208955223,NA
Indigofera langebergensis,Indigofera langebergensis,L.Bolus,Fabaceae,wfo_matched,LB2_95_1993,LB2_95,1993,langeberg,-33.95777778,21.54361111,15,NA,percent_cover_class_derived_from_Braun_Blanquet,268,0.055970149253731345,NA
Leucadendron eucalyptifolium,Leucadendron eucalyptifolium,H.Buek ex Meisn.,Proteaceae,wfo_matched,LB2_95_1993,LB2_95,1993,langeberg,-33.95777778,21.54361111,15,NA,percent_cover_class_derived_from_Braun_Blanquet,268,0.055970149253731345,NA
Leucadendron spissifolium,Leucadendron spissifolium,(Salisb. ex Knight) I.Williams,Proteaceae,wfo_matched,LB2_95_1993,LB2_95,1993,langeberg,-33.95777778,21.54361111,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,268,0.009328358208955223,NA
Lobelia neglecta,Lobelia neglecta,Roem. & Schult.,Campanulaceae,wfo_matched,LB2_95_1993,LB2_95,1993,langeberg,-33.95777778,21.54361111,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,268,0.009328358208955223,NA
Mairia crenata,Zyrphelis crenata,(Thunb.) Kuntze,Asteraceae,wfo_matched,LB2_95_1993,LB2_95,1993,langeberg,-33.95777778,21.54361111,0.1,NA,percent_cover_class_derived_from_Braun_Blanquet,268,3.7313432835820896e-4,NA
Merxmuellera decora,Geochloa decora,(Nees) N.P.Barker & H.P.Linder,Poaceae,wfo_matched,LB2_95_1993,LB2_95,1993,langeberg,-33.95777778,21.54361111,15,NA,percent_cover_class_derived_from_Braun_Blanquet,268,0.055970149253731345,NA
Nevillea species,Nevillea,Esterh. & H.P.Linder,Restionaceae,wfo_matched,LB2_95_1993,LB2_95,1993,langeberg,-33.95777778,21.54361111,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,268,0.009328358208955223,NA
Pentaschistis colorata,Pentameris colorata,(Steud.) Galley & H.P.Linder,Poaceae,wfo_matched,LB2_95_1993,LB2_95,1993,langeberg,-33.95777778,21.54361111,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,268,0.009328358208955223,NA
